author_name,file_name
Dennis Tang,app/assets/javascripts/ide/stores/modules/merge_requests/state.js
Dennis Tang,app/assets/javascripts/ide/stores/modules/pipelines/actions.js
Dennis Tang,app/assets/javascripts/ide/stores/modules/pipelines/constants.js
Dennis Tang,app/assets/javascripts/ide/stores/modules/pipelines/getters.js
Dennis Tang,app/assets/javascripts/ide/stores/modules/pipelines/mutation_types.js
Dennis Tang,app/assets/javascripts/ide/stores/modules/pipelines/mutations.js
Dennis Tang,app/assets/javascripts/ide/stores/modules/pipelines/state.js
Dennis Tang,app/assets/javascripts/ide/stores/modules/pipelines/utils.js
Dennis Tang,app/assets/javascripts/ide/stores/mutation_types.js
Dennis Tang,app/assets/javascripts/ide/stores/mutations.js
Dennis Tang,app/assets/javascripts/ide/stores/mutations/branch.js
Dennis Tang,app/assets/javascripts/ide/stores/state.js
Dennis Tang,app/assets/javascripts/integrations/integration_settings_form.js
Dennis Tang,app/assets/javascripts/label_manager.js
Dennis Tang,app/assets/javascripts/pipelines/components/graph/dropdown_job_component.vue
Dennis Tang,app/assets/javascripts/vue_shared/components/ci_icon.vue
Dennis Tang,app/assets/javascripts/vue_shared/components/tabs/tab.vue
Dennis Tang,app/assets/javascripts/vue_shared/components/tabs/tabs.js
Dennis Tang,app/assets/javascripts/vue_shared/directives/tooltip.js
Dennis Tang,app/assets/stylesheets/bootstrap_migration.scss
Dennis Tang,app/assets/stylesheets/errors.scss
Dennis Tang,app/assets/stylesheets/framework/gitlab_theme.scss
Dennis Tang,app/assets/stylesheets/framework/mixins.scss
Dennis Tang,app/assets/stylesheets/framework/modal.scss
Dennis Tang,app/assets/stylesheets/framework/typography.scss
Dennis Tang,app/assets/stylesheets/pages/clusters.scss
Dennis Tang,app/assets/stylesheets/pages/repo.scss
Dennis Tang,app/controllers/admin/runner_projects_controller.rb
Dennis Tang,app/controllers/application_controller.rb
Dennis Tang,app/controllers/projects/clusters/applications_controller.rb
Dennis Tang,app/controllers/projects/runner_projects_controller.rb
Dennis Tang,app/controllers/projects/services_controller.rb
Dennis Tang,app/helpers/webpack_helper.rb
Dennis Tang,app/models/badge.rb
Dennis Tang,app/models/ci/runner.rb
Dennis Tang,app/models/ci/runner_namespace.rb
Dennis Tang,app/models/ci/runner_project.rb
Dennis Tang,app/models/clusters/applications/jupyter.rb
Dennis Tang,app/models/clusters/applications/runner.rb
Dennis Tang,app/models/clusters/cluster.rb
Dennis Tang,app/models/clusters/platforms/kubernetes.rb
Dennis Tang,app/models/clusters/providers/gcp.rb
Dennis Tang,app/models/concerns/cacheable_attributes.rb
Dennis Tang,app/models/concerns/has_variable.rb
Dennis Tang,app/models/concerns/reactive_caching.rb
Dennis Tang,app/models/concerns/time_trackable.rb
Dennis Tang,app/models/environment.rb
Dennis Tang,app/models/generic_commit_status.rb
Dennis Tang,app/models/hooks/system_hook.rb
Dennis Tang,app/models/hooks/web_hook.rb
Dennis Tang,app/models/namespace.rb
Dennis Tang,app/models/pages_domain.rb
Dennis Tang,app/models/project.rb
Dennis Tang,app/models/project_import_data.rb
Dennis Tang,app/models/project_services/bamboo_service.rb
Dennis Tang,app/models/project_services/bugzilla_service.rb
Dennis Tang,app/models/project_services/buildkite_service.rb
Dennis Tang,app/models/project_services/chat_notification_service.rb
Dennis Tang,app/models/project_services/custom_issue_tracker_service.rb
Dennis Tang,app/models/project_services/drone_ci_service.rb
Dennis Tang,app/models/project_services/external_wiki_service.rb
Dennis Tang,app/models/project_services/gitlab_issue_tracker_service.rb
